name,BCELoss,IsotonicBCE,Focal Loss,IsotonicFocal,Dice++Loss
1JG,0.89132005,0.77319586,0.94344383,0.8115942,0.8990662
1MV,0.89089364,0.77319586,0.9435196,0.8115942,0.8995506
b4c,0.89079607,0.77319586,0.94292533,0.8115942,0.8991142
b4e,0.88681376,0.62068963,0.9196195,0.7586207,0.90387326
5DO,0.8947731,0.88372093,0.97796166,0.9988248,0.90070575
2pw,0.8958088,0.88372093,0.9668132,0.9535865,0.89539754
3gb,0.89592564,0.91818184,0.9730037,0.9535865,0.90002924
2pw,0.8957935,0.88372093,0.9679431,0.9535865,0.89985484
6BS,0.8958811,0.91818184,0.9789989,1.0,0.87557495
2ZI,0.896459,0.91818184,0.97772115,0.983871,0.89933544
4H8,0.8915192,0.77319586,0.97238636,0.9535865,0.81624067
1LW,0.89622045,0.91818184,0.9773653,0.983871,0.8605461
7JJ,0.8943898,0.88372093,0.9458827,0.8115942,0.87633187
7P0,0.89507455,0.88372093,0.9776763,0.983871,0.8803968
3A4,0.8976856,0.9611651,0.9734474,0.9535865,0.9004334
3ZO,0.8908207,0.77319586,0.97381353,0.9535865,0.8872236
7P0,0.89410704,0.88372093,0.9782818,1.0,0.88173175
3K8,0.89706266,0.9611651,0.9771196,0.983871,0.8908405
2PW,0.8950198,0.88372093,0.9651468,0.9,0.8988523
6LG,0.89737535,0.9611651,0.97974867,1.0,0.8823893
b1f,0.8958441,0.91818184,0.9519675,0.84615386,0.89505446
b52,0.8957954,0.88372093,0.96751046,0.9535865,0.899625
b7b,0.89786047,0.9611651,0.97971374,1.0,0.89505416
b95,0.89656734,0.91818184,0.9779472,0.99390095,0.89213294
ba7,0.8969674,0.9611651,0.9771952,0.983871,0.89080495
bac,0.8977561,0.9611651,0.97538185,0.9535865,0.89924157
6JG,0.8869048,0.62068963,0.88959014,0.68421054,0.83799917
1J8,0.88888776,0.62068963,0.9161404,0.7586207,0.87127006
5Z9,0.8967654,0.91818184,0.92538506,0.8115942,0.89817625
6SZ,0.8980378,0.9611651,0.9800562,1.0,0.8946525
3WL,0.8886179,0.62068963,0.9165066,0.7586207,0.87143433
6MD,0.8918373,0.77319586,0.91081953,0.7586207,0.8315737
6MI,0.88188756,0.40298507,0.89412886,0.68421054,0.8486679
6LB,0.8896353,0.77319586,0.9093696,0.7586207,0.7998304
3WL,0.88853693,0.62068963,0.91548085,0.7586207,0.87151235
3WL,0.88835657,0.62068963,0.91551965,0.7586207,0.8713944
3WL,0.88844997,0.62068963,0.9157332,0.7586207,0.8715347
1IE,0.88860065,0.62068963,0.91581297,0.7586207,0.8716144
3WL,0.88839334,0.62068963,0.9151384,0.7586207,0.871352
7EA,0.8964318,0.91818184,0.95622694,0.9,0.9031458
3WL,0.8883595,0.62068963,0.9149514,0.7586207,0.8713152
3U4,0.8939539,0.88372093,0.9296615,0.8115942,0.904596
5JP,0.89035916,0.77319586,0.8836989,0.68421054,0.87702197
3WL,0.88422817,0.5,0.8930743,0.68421054,0.8586952
6JG,0.88396204,0.5,0.88890177,0.68421054,0.8532467
6K5,0.8363973,0.31578952,0.7179788,0.52272725,0.8762149
6JG,0.8893129,0.77319586,0.90794027,0.7586207,0.8140014
6JG,0.8837892,0.5,0.8904074,0.68421054,0.8534639
4ZO,0.8862252,0.5,0.9500017,0.8333333,0.8705625
6JG,0.8916773,0.77319586,0.9110532,0.7586207,0.82518905
6JG,0.8916854,0.77319586,0.9097449,0.7586207,0.82352126
6JG,0.891725,0.77319586,0.9096825,0.7586207,0.8231143
6R5,0.86192477,0.31578952,0.82609826,0.52272725,0.49449533
6R5,0.8690361,0.40298507,0.80702496,0.52272725,0.41170645
4ZO,0.89309734,0.86538464,0.93842655,0.8115942,0.9019043
6L1,0.8918648,0.77319586,0.91157734,0.7586207,0.82007325
6R5,0.89364654,0.86538464,0.91156006,0.7586207,0.897833
6JG,0.8882679,0.62068963,0.913688,0.7586207,0.8714105
6KU,0.8830479,0.40298507,0.8915788,0.68421054,0.83981544
1EX,0.88886744,0.62068963,0.9183711,0.7586207,0.8716105
6R5,0.87508166,0.40298507,0.8211307,0.52272725,0.40209705
6K6,0.8841812,0.5,0.89019996,0.68421054,0.8530777
6JG,0.8835029,0.45131868,0.89189833,0.68421054,0.8607138
6JG,0.8816651,0.40298507,0.8856372,0.68421054,0.8527784
6JG,0.88372093,0.5,0.8920068,0.68421054,0.8604868
b16,0.8915133,0.77319586,0.9427191,0.8115942,0.89309955
b17,0.8930165,0.86538464,0.935005,0.8115942,0.89211875
b3a,0.8978804,0.9611651,0.98018056,1.0,0.8940052
b3d,0.88884974,0.62068963,0.9171709,0.7586207,0.8719267
b41,0.8978848,0.9611651,0.980185,1.0,0.89395726
b53,0.8755411,0.40298507,0.92512083,0.8115942,0.7974626
b64,0.89788353,0.9611651,0.98018473,1.0,0.89395756
b6c,0.89790344,0.9611651,0.9801808,1.0,0.8939663
b6f,0.89788526,0.9611651,0.98018104,1.0,0.8939944
b73,0.88862175,0.62068963,0.9177199,0.7586207,0.8717404
b91,0.89790326,0.9611651,0.9801793,1.0,0.8939666
ba0,0.8933592,0.86538464,0.9380818,0.8115942,0.9017627
ba3,0.89307404,0.86538464,0.9375648,0.8115942,0.9017815
4nu,0.8931622,0.86538464,0.9471763,0.8115942,0.8988952
3ru,0.89190745,0.77319586,0.95621747,0.9,0.890254
3vf,0.89479077,0.88372093,0.960857,0.9,0.89170057
3F5,0.8933185,0.86538464,0.96330875,0.9,0.9046707
3G7,0.89222723,0.77319586,0.954414,0.9,0.8929254
4GI,0.89501476,0.88372093,0.9605742,0.9,0.8947184
4QV,0.88373137,0.5,0.93127894,0.8115942,0.89920783
4JB,0.89123493,0.77319586,0.9659237,0.9535865,0.8978402
7VN,0.8900628,0.77319586,0.9712422,0.9535865,0.89233977
7VN,0.89123416,0.77319586,0.97062993,0.9535865,0.8919784
4PQ,0.89423466,0.88372093,0.9714587,0.9535865,0.8953665
6SJ,0.8958786,0.91818184,0.94537425,0.8115942,0.8949106
7KD,0.88552076,0.5,0.9329426,0.8115942,0.8988673
6SI,0.8953423,0.88372093,0.963182,0.9,0.88145936
7VN,0.8919012,0.77319586,0.9704377,0.9535865,0.8912802
3SE,0.88653916,0.5,0.9677807,0.9535865,0.9037516
b1b,0.89316356,0.86538464,0.9262371,0.8115942,0.8910863
b53,0.8929907,0.86538464,0.94622284,0.8115942,0.9024518
b53,0.8917651,0.77319586,0.94556004,0.8115942,0.90416366
b54,0.89200425,0.77319586,0.9478679,0.8115942,0.904057
b96,0.8948874,0.88372093,0.9567284,0.9,0.8953855
ba3,0.89585805,0.91818184,0.9579945,0.9,0.89658374
bae,0.89788115,0.9611651,0.9774843,0.983871,0.8966441
3WH,0.89806974,0.9611651,0.97724265,0.983871,0.89850223
4DY,0.8955888,0.88372093,0.97706896,0.983871,0.89191884
4J0,0.89740604,0.9611651,0.97611713,0.9535865,0.89748937
n00,0.89975363,0.9611651,0.9772389,0.983871,0.9011025
n04,0.8985561,0.9611651,0.9770736,0.983871,0.89930284
n65,0.8979477,0.9611651,0.9757319,0.9535865,0.89768505
n68,0.89862406,0.9611651,0.9759354,0.9535865,0.898081
n69,0.8980927,0.9611651,0.97470653,0.9535865,0.897847
n6f,0.8959943,0.91818184,0.94689476,0.8115942,0.8898565
n73,0.89802504,0.9611651,0.97632205,0.9766646,0.8978343
n74,0.89823717,0.9611651,0.97719806,0.983871,0.8981526
n77,0.8961881,0.91818184,0.92332894,0.8115942,0.899061
n79,0.8976882,0.9611651,0.97231525,0.9535865,0.9000157
n80,0.8978595,0.9611651,0.9695738,0.9535865,0.8928965
n91,0.898106,0.9611651,0.9736376,0.9535865,0.89913887
n93,0.89787096,0.9611651,0.9688495,0.9535865,0.8927512
n96,0.89700955,0.9611651,0.95473844,0.9,0.8927449
n9e,0.8985098,0.9611651,0.9768912,0.983871,0.89881855
n9e,0.8989202,0.9611651,0.9759379,0.9535865,0.8973738
na0,0.89831614,0.9611651,0.9770245,0.983871,0.8988608
na0,0.89699066,0.9611651,0.96114045,0.9,0.87669146
na2,0.89894164,0.9611651,0.9760946,0.9535865,0.89678377
na6,0.894394,0.88372093,0.96037173,0.9,0.89149976
b65,0.8972898,0.9611651,0.9764215,0.983871,0.8974735
b67,0.89740574,0.9611651,0.97622573,0.9535865,0.8974893
6E5,0.89790785,0.9611651,0.9437226,0.8115942,0.8903322
6E9,0.89701194,0.9611651,0.97900486,1.0,0.8940841
b13,0.89797467,0.9611651,0.944862,0.8115942,0.89044124
b13,0.8981557,0.9611651,0.9519378,0.84615386,0.8909323
b17,0.8979731,0.9611651,0.9436481,0.8115942,0.89039916
n08,0.8943396,0.88372093,0.17872053,0.2682927,0.23074137
1J8,0.8996637,0.9611651,0.97710425,0.983871,0.88912106
n05,0.8831148,0.40298507,0.5416023,0.5,0.0046637743
n06,0.0005919464,0.0,0.0648622,0.036144577,0.0050285594
n47,0.89638877,0.91818184,0.33567777,0.3432836,0.7356736
b10,0.89968085,0.9611651,0.97717255,0.983871,0.8891877
n54,0.00077264686,0.027272727,0.047572702,0.036144577,0.003351906
n56,0.028392995,0.05882353,0.24795994,0.3432836,0.00345753
n58,0.8974755,0.9611651,0.66869855,0.52272725,0.86171025
n68,0.5230644,0.075630255,0.2783979,0.3432836,0.0068565654
n6c,0.0019924925,0.027272727,0.28864396,0.3432836,0.0039020812
n6f,0.0023682544,0.027272727,0.3016586,0.3432836,0.0041252472
n73,0.01714249,0.035714287,0.07816015,0.036144577,0.009452456
n80,0.010251804,0.035714287,0.17068379,0.2682927,0.003090174
n95,0.00280595,0.027272727,0.16654299,0.24878103,0.0029719959
n9a,0.013006819,0.035714287,0.093260475,0.0625,0.0036387502
n9b,0.75717217,0.075630255,0.09994424,0.0625,0.0032467167
n9d,0.0025528907,0.027272727,0.17544068,0.2682927,0.0029782278
b12,0.8939865,0.88372093,0.9741665,0.9535865,0.8902337
2Y6,0.89387715,0.88372093,0.9743085,0.9535865,0.8903409
2Y6,0.89394957,0.88372093,0.9742803,0.9535865,0.89025956
5DP,0.89432764,0.88372093,0.97593975,0.9535865,0.8887679
2Y6,0.8937771,0.88372093,0.973486,0.9535865,0.88922423
2Y6,0.8942201,0.88372093,0.9743488,0.9535865,0.89058465
n00,0.049833048,0.05882353,0.2625989,0.3432836,0.023819668
n04,0.0022279306,0.027272727,0.4735132,0.3432836,0.65381885
n07,0.3585531,0.075630255,0.8064761,0.52272725,0.8252477
n08,0.8295686,0.31578952,0.57569176,0.5,0.87351924
b1f,0.894338,0.88372093,0.9745524,0.9535865,0.88834435
b20,0.8942936,0.88372093,0.97485787,0.9535865,0.8883912
n6a,0.7320528,0.075630255,0.611094,0.5,0.8663666
n6e,0.010332785,0.035714287,0.2565638,0.3432836,0.16909823
n6f,0.83264005,0.31578952,0.7237432,0.52272725,0.8852797
n70,0.8485888,0.31578952,0.8557742,0.52272725,0.8867199
n79,0.81252754,0.31578952,0.8219571,0.52272725,0.70135593
b49,0.8942787,0.88372093,0.9747103,0.9535865,0.88840455
b4a,0.89441717,0.88372093,0.9752323,0.9535865,0.88859963
n94,0.045697156,0.05882353,0.29128787,0.3432836,0.02416605
n9c,0.8788059,0.40298507,0.79381484,0.52272725,0.88387644
n9c,0.89565843,0.88372093,0.891802,0.68421054,0.8949503
n9d,0.8071072,0.31578952,0.8465105,0.52272725,0.87327945
n9d,0.002543643,0.027272727,0.3574706,0.3432836,0.60799825
na1,0.0014434905,0.027272727,0.4886704,0.47058824,0.71402013
na7,0.010285214,0.035714287,0.356491,0.3432836,0.63920915
nad,0.88839996,0.62068963,0.9592024,0.9,0.87680763
nad,0.886802,0.62068963,0.95984715,0.9,0.88043004
nae,0.8884288,0.62068963,0.95701885,0.9,0.8754241
nae,0.8904725,0.77319586,0.96081007,0.9,0.87659216
nae,0.89196503,0.77319586,0.96222013,0.9,0.879229
nae,0.8964507,0.91818184,0.9742191,0.9535865,0.88948673
nae,0.8966932,0.91818184,0.97392184,0.9535865,0.89146346
naf,0.8962011,0.91818184,0.9739569,0.9535865,0.8913565
naf,0.896232,0.91818184,0.9738874,0.9535865,0.89027953
naf,0.89686865,0.9611651,0.9735203,0.9535865,0.89154553
naf,0.8968828,0.9611651,0.97472656,0.9535865,0.89029586
naf,0.8971673,0.9611651,0.97544336,0.9535865,0.8916357
naf,0.89664847,0.91818184,0.9740287,0.9535865,0.88990384
naf,0.8966179,0.91818184,0.9735386,0.9535865,0.8902935
naf,0.8956869,0.88372093,0.96930087,0.9535865,0.89420646
naf,0.8960805,0.91818184,0.97276783,0.9535865,0.8903301
nb0,0.8968879,0.9611651,0.97416764,0.9535865,0.8907638
b1d,0.75939685,0.075630255,0.32033393,0.3432836,0.06849936
5YL,0.7691078,0.075630255,0.31680188,0.3432836,0.066358596
5ZJ,0.8150278,0.31578952,0.24833061,0.3432836,0.08409003
b2b,0.8952003,0.88372093,0.63483834,0.5,0.830725
5LN,0.89489836,0.88372093,0.6501415,0.5,0.8308027
4F8,0.89655405,0.91818184,0.96006584,0.9,0.8891546
4F8,0.89577353,0.88372093,0.95915043,0.9,0.8901741
4F8,0.8976879,0.9611651,0.9055318,0.7586207,0.79474586
b10,0.89663696,0.91818184,0.9573805,0.9,0.88913435
3cp,0.00040664637,0.0,0.06929451,0.036144577,0.0025658242
1a4,0.0010104578,0.027272727,0.07924203,0.036144577,0.0029218476
4lh,0.00037244856,,0.04247163,0.036144577,0.0023783827
5uw,0.89246,0.86538464,0.35632357,0.3432836,0.8843958
3cp,0.00038665975,0.0,0.06600955,0.036144577,0.002421228
5uw,0.89197004,0.77319586,0.36231467,0.3432836,0.8804156
5di,0.89299875,0.86538464,0.36301452,0.3432836,0.8841293
5dh,0.89194775,0.77319586,0.37728894,0.3432836,0.87790465
5uw,0.89077234,0.77319586,0.45268667,0.3432836,0.8672128
6ag,0.0024035722,0.027272727,0.046146028,0.036144577,0.0025641872
4li,0.00039748414,0.0,0.051864926,0.036144577,0.002347306
6f1,0.8975662,0.9611651,0.9723273,0.9535865,0.89675426
3WN,0.8974104,0.9611651,0.96564305,0.95094645,0.8952889
3WN,0.89743197,0.9611651,0.96573144,0.9535865,0.89528877
4PV,0.8988279,0.9611651,0.97809327,1.0,0.89421505
4O8,0.8972633,0.9611651,0.92973673,0.8115942,0.8976926
4N2,0.89755625,0.9611651,0.97189,0.9535865,0.893219
b13,0.8975437,0.9611651,0.97225136,0.9535865,0.89325684
ba3,0.8974532,0.9611651,0.9721683,0.9535865,0.89323884
4cu,0.8903864,0.77319586,0.33978954,0.3432836,0.8871845
3k4,0.9009394,0.9611651,0.70352155,0.52272725,0.8614109
4cu,0.8904846,0.77319586,0.34045547,0.3432836,0.88717663
6d4,0.8977127,0.9611651,0.88633645,0.68421054,0.87507516
6nz,0.87462616,0.40298507,0.8074452,0.52272725,0.8361339
4jh,0.90074193,0.9611651,0.71100104,0.52272725,0.8621878
3lp,0.89424527,0.88372093,0.96758825,0.9535865,0.88631284
3lp,0.8942432,0.88372093,0.96803546,0.9535865,0.88646513
6JZ,0.8911838,0.77319586,0.96867776,0.9535865,0.88961595
6D5,0.89649224,0.91818184,0.97601277,0.9535865,0.8896239
6QU,0.8905882,0.77319586,0.7899037,0.52272725,0.8825175
6JZ,0.8940225,0.88372093,0.9688213,0.9535865,0.88663256
6D4,0.89129174,0.77319586,0.9423617,0.8115942,0.8875111
6NC,0.900351,0.9611651,0.69409263,0.52272725,0.8325728
5LD,0.87768143,0.40298507,0.2513914,0.3432836,0.87071234
4CU,0.8901772,0.77319586,0.42959347,0.3432836,0.8890203
6BJ,0.89686537,0.9611651,0.90115786,0.7586207,0.8740736
b2f,0.87879103,0.40298507,0.24393737,0.3432836,0.87069815
b35,0.89852744,0.9611651,0.9707536,0.9535865,0.8860454
b45,0.8987095,0.9611651,0.9717197,0.9535865,0.8860439
b54,0.8970814,0.9611651,0.76321113,0.52272725,0.88257104
5km,0.0006265915,0.0,0.061017588,0.036144577,0.006488442
5i2,0.000492763,0.0,0.019408626,0.0,0.011672133
5wa,0.0005140829,0.0,0.018995246,0.0,0.005395475
5wa,0.000517979,0.0,0.019055516,0.0,0.0055242167
5ip,0.0005181901,0.0,0.01897745,0.0,0.0055104834
5i2,0.00051710114,0.0,0.018716674,0.0,0.0062256157
5kl,0.0005192034,0.0,0.01901776,0.0,0.005518161
5km,0.00053691573,0.0,0.020890798,0.0,0.005863748
5kl,0.0005606015,0.0,0.03671536,0.036144577,0.011707808
5km,0.0005657088,0.0,0.03611507,0.036144577,0.011457108
5km,0.0005686342,0.0,0.036921762,0.036144577,0.011531469
5km,0.00063013926,0.0,0.06500974,0.036144577,0.006567565
5km,0.0005707842,0.0,0.03683175,0.036144577,0.011681151
5km,0.0005669849,0.0,0.036216702,0.036144577,0.0114799
4RH,0.0005737681,0.0,0.036821622,0.036144577,0.009899438
b4b,0.00056919595,0.0,0.034662347,0.036144577,0.009707917
3mk,0.8832282,0.40298507,0.5481427,0.5,0.04983598
2ma,0.87798125,0.40298507,0.2181472,0.27771237,0.02283581
4i7,0.88940704,0.77319586,0.2100379,0.2682927,0.48968697
4i7,0.8885746,0.62068963,0.27734822,0.3432836,0.3691302
4i7,0.88513505,0.5,0.21464412,0.2682927,0.106320724
2ff,0.8817131,0.40298507,0.21221423,0.2682927,0.4733171
1hp,0.8820401,0.40298507,0.18198794,0.2682927,0.7096974
4i7,0.8896894,0.77319586,0.22606426,0.3432836,0.4545988
2ff,0.88247037,0.40298507,0.2110289,0.2682927,0.7509525
3b9,0.88521713,0.5,0.22794937,0.3432836,0.6801496
1YO,0.884907,0.5,0.2740815,0.3432836,0.31766722
b4b,0.8829806,0.40298507,0.5920262,0.5,0.7764612
3ri,0.89279896,0.86538464,0.979627,1.0,0.88085955
3ri,0.89198405,0.77319586,0.9801573,1.0,0.8813476
5lv,0.8955852,0.88372093,0.97799176,1.0,0.8944137
3KE,0.8956132,0.88372093,0.9781396,1.0,0.89414805
5A6,0.89122283,0.77319586,0.9723707,0.9535865,0.882722
5A6,0.89136404,0.77319586,0.9718401,0.9535865,0.8827242
2Y2,0.8915777,0.77319586,0.974397,0.9535865,0.89483696
7O0,0.8915841,0.77319586,0.9565417,0.9,0.88765645
7N6,0.89488107,0.88372093,0.97569036,0.9535865,0.8903006
b35,0.89512104,0.88372093,0.97717893,0.983871,0.8859466
b4d,0.89676785,0.91818184,0.9650564,0.9,0.89714307
5GO,0.89627385,0.91818184,0.9709835,0.9535865,0.8957231
b51,0.896509,0.91818184,0.9679215,0.9535865,0.8974917
ba4,0.8961094,0.91818184,0.9692746,0.9535865,0.8970009
b50,0.89395326,0.88372093,0.96263206,0.9,0.89336205
5m2,0.89778465,0.9611651,0.7699219,0.52272725,0.8802167
5mk,0.8977867,0.9611651,0.76960117,0.52272725,0.88022375
5M2,0.89778465,0.9611651,0.76992184,0.52272725,0.88021666
b7f,0.8894611,0.77319586,0.88222885,0.68421054,0.89959276
4P7,0.88959783,0.77319586,0.8956543,0.68421054,0.8938292
4P7,0.8892649,0.77319586,0.8880279,0.68421054,0.8995918
b8b,0.34639946,0.075630255,0.3476112,0.3432836,0.004689655
5I1,0.3184826,0.075630255,0.37075174,0.3432836,0.0046648104
bab,0.89395964,0.88372093,0.968615,0.9535865,0.8887907
1CE,0.8946316,0.88372093,0.9641183,0.9,0.89209163
4fe,0.89789015,0.9611651,0.9693831,0.9535865,0.89546955
4FC,0.89878315,0.9611651,0.9716746,0.9535865,0.89666927
b9b,0.8980241,0.9611651,0.9706679,0.9535865,0.89573455
ba4,0.89866775,0.9611651,0.9718775,0.9535865,0.8966907
2bv,0.8985674,0.9611651,0.97810787,1.0,0.8947608
6d4,0.89811504,0.9611651,0.97578377,0.9535865,0.8975784
6d4,0.8967254,0.91818184,0.97593087,0.9535865,0.90399384
2n7,0.89308226,0.86538464,0.88480836,0.68421054,0.85060984
1O7,0.8919652,0.77319586,0.96558726,0.9342497,0.89362746
1QF,0.8953925,0.88372093,0.9759069,0.9535865,0.88872194
1O7,0.8927891,0.86538464,0.9712691,0.9535865,0.8987288
1OD,0.89500356,0.88372093,0.9758698,0.9535865,0.888879
6D4,0.89597756,0.91818184,0.97187006,0.9535865,0.8995977
6D4,0.8970501,0.9611651,0.96864486,0.9535865,0.8917158
2HR,0.8817563,0.40298507,0.97382927,0.9535865,0.87676734
6D4,0.8967533,0.91818184,0.96518373,0.9,0.8930748
1OD,0.8952628,0.88372093,0.97549766,0.9535865,0.8887085
1OD,0.8953321,0.88372093,0.9754352,0.9535865,0.88949704
2G5,0.8891312,0.77319586,0.9663047,0.9535865,0.8922785
1QF,0.8918181,0.77319586,0.9766352,0.983871,0.88602525
1UR,0.89512867,0.88372093,0.9754419,0.9535865,0.8874791
1NK,0.8914827,0.77319586,0.9622803,0.9,0.88987345
2BV,0.89760464,0.9611651,0.9760741,0.9535865,0.89612365
b02,0.89329576,0.86538464,0.9071072,0.7586207,0.85209537
1po,0.78998196,0.31578952,0.6097491,0.5,0.16505396
3h8,0.83574075,0.31578952,0.04698461,0.036144577,0.7729512
2f1,0.86891997,0.40298507,0.30284938,0.3432836,0.55557567
3ai,0.6117128,0.075630255,0.89405876,0.68421054,0.8897012
3n3,0.8644125,0.33333334,0.252652,0.3432836,0.2030852
3h8,0.8384749,0.31578952,0.04731247,0.036144577,0.77341205
3kk,0.08130412,0.075630255,0.2105579,0.2682927,0.32589576
2hh,0.86021847,0.31578952,0.21713369,0.2682927,0.18457805
3bw,0.8964829,0.91818184,0.9247089,0.8115942,0.90982497
2oz,0.8950102,0.88372093,0.6360114,0.5,0.9024245
3s3,0.49139622,0.075630255,0.13339739,0.13513513,0.364577
3lx,0.387164,0.075630255,0.22054362,0.33161134,0.6641452
2au,0.84784275,0.31578952,0.066931,0.036144577,0.027295968
2op,0.8627515,0.33333334,0.2338846,0.3432836,0.18988319
1me,0.85469687,0.31578952,0.074351855,0.036144577,0.030510401
3i0,0.09297331,0.075630255,0.2137052,0.2682927,0.32614255
3ov,0.80989426,0.31578952,0.06252526,0.036144577,0.014724545
4ax,0.8780166,0.40298507,0.06075261,0.036144577,0.8296643
4x6,0.8521691,0.31578952,0.06810056,0.036144577,0.029960163
2ft,0.85340625,0.31578952,0.07078852,0.036144577,0.028326489
1me,0.48810065,0.075630255,0.24902399,0.3432836,0.68155897
4p6,0.8862313,0.5,0.43141645,0.3432836,0.82196283
1me,0.47988254,0.075630255,0.24855606,0.3432836,0.6827484
3bc,0.093011536,0.075630255,0.1920638,0.2682927,0.011417455
1yt,0.58412224,0.075630255,0.056657966,0.036144577,0.34739515
4x6,0.8520664,0.31578952,0.06670582,0.036144577,0.028339246
1u9,0.79610366,0.31578952,0.059572212,0.036144577,0.063300975
3kx,0.7907261,0.31578952,0.05843412,0.036144577,0.014447609
1u9,0.85995686,0.31578952,0.08136943,0.036144577,0.029029055
1u9,0.4049509,0.075630255,0.22220169,0.3432836,0.66379005
5ma,0.8801352,0.40298507,0.06703046,0.036144577,0.7393443
3kw,0.8503241,0.31578952,0.06619152,0.036144577,0.030594762
1pi,0.7519742,0.075630255,0.52637476,0.47058824,0.13450256
1u9,0.7899011,0.31578952,0.05833667,0.036144577,0.06353077
5ma,0.86725724,0.40298507,0.07049374,0.036144577,0.7599894
1mh,0.80258846,0.31578952,0.059730604,0.036144577,0.14531253
3o1,0.85117257,0.31578952,0.0705854,0.036144577,0.026871616
1yk,0.8499037,0.31578952,0.063647255,0.036144577,0.028309993
2yj,0.8806076,0.40298507,0.069225326,0.036144577,0.7399074
2xu,0.8695418,0.40298507,0.07210394,0.036144577,0.7616166
2xu,0.8776709,0.40298507,0.06316483,0.036144577,0.743692
2hh,0.85693043,0.31578952,0.20991239,0.2682927,0.17934042
5qb,0.8831093,0.40298507,0.14863303,0.13513513,0.86478245
2yj,0.87076,0.40298507,0.06687029,0.036144577,0.17795205
1sn,0.6295589,0.075630255,0.05983865,0.036144577,0.33963445
1ay,0.8555646,0.31578952,0.07257515,0.036144577,0.029797055
1au,0.864742,0.35218313,0.0815033,0.036144577,0.030469326
1nl,0.85219914,0.31578952,0.0711207,0.036144577,0.029142786
5qb,0.8873767,0.62068963,0.47499025,0.3432836,0.85834104
2xu,0.8703543,0.40298507,0.067177795,0.036144577,0.17130215
3s3,0.58476794,0.075630255,0.16297728,0.1549796,0.37855202
1bg,0.858118,0.31578952,0.07334795,0.036144577,0.028913304
1tu,0.8967899,0.91818184,0.8140206,0.52272725,0.9091302
2au,0.799546,0.31578952,0.06004315,0.036144577,0.013530341
1vs,0.8784024,0.40298507,0.12635088,0.13513513,0.29485264
5mq,0.8763826,0.40298507,0.060985066,0.036144577,0.2270358
4bs,0.8100132,0.31578952,0.19421946,0.2682927,0.8813331
3qs,0.09328898,0.075630255,0.18716805,0.2682927,0.17953245
3n4,0.86166936,0.31578952,0.24142839,0.3432836,0.1962447
4bs,0.80706006,0.31578952,0.18559745,0.2682927,0.8808159
5qc,0.8706306,0.40298507,0.5260392,0.47058824,0.8700204
3hw,0.8382328,0.31578952,0.045923434,0.036144577,0.7543672
2pr,0.20946899,0.075630255,0.14743456,0.13513513,0.026551444
4kl,0.32281327,0.075630255,0.218708,0.29032537,0.6607248
3h8,0.8886962,0.62068963,0.060494285,0.036144577,0.87219614
3iu,0.08265254,0.075630255,0.23182705,0.3432836,0.6559912
5td,0.85401905,0.31578952,0.073189005,0.036144577,0.03873962
3o0,0.8517537,0.31578952,0.06740549,0.036144577,0.029151909
1np,0.85662025,0.31578952,0.3344286,0.3432836,0.22477272
4p6,0.8856551,0.5,0.40579253,0.3432836,0.82078916
3bc,0.88870025,0.62068963,0.059525393,0.036144577,0.8734194
4x6,0.85141957,0.31578952,0.0668394,0.036144577,0.029170351
5f0,0.8800519,0.40298507,0.06984026,0.036144577,0.7419497
3ov,0.863634,0.33333334,0.25095376,0.3432836,0.20210825
3c9,0.8558778,0.31578952,0.06767557,0.036144577,0.029243115
4dm,0.8495502,0.31578952,0.066910736,0.036144577,0.02809849
1nq,0.85583115,0.31578952,0.32062703,0.3432836,0.22518578
4mz,0.76396865,0.075630255,0.25961706,0.3432836,0.8844682
3kw,0.84537077,0.31578952,0.06922439,0.036144577,0.027658144
1q6,0.8487827,0.31578952,0.06740909,0.036144577,0.028260807
4mz,0.7604373,0.075630255,0.24968693,0.3432836,0.8844718
1gm,0.5297719,0.075630255,0.9213082,0.8115942,0.8831946
3hd,0.053127903,0.05882353,0.21667242,0.2682927,0.6483766
3hh,0.875173,0.40298507,0.060514882,0.036144577,0.69998074
3kw,0.84638625,0.31578952,0.06584127,0.036144577,0.027961642
2yj,0.8783414,0.40298507,0.061355326,0.036144577,0.7404549
1nl,0.85384977,0.31578952,0.071391486,0.036144577,0.02875124
4yv,0.80466086,0.31578952,0.05761137,0.036144577,0.014105289
2yj,0.88006896,0.40298507,0.06719888,0.036144577,0.7394552
1au,0.85796237,0.31578952,0.074763246,0.036144577,0.029607877
3ie,0.8748743,0.40298507,0.37194502,0.3432836,0.8499055
6hg,0.8493715,0.31578952,0.07246598,0.036144577,0.030225094
2yj,0.8801902,0.40298507,0.06793268,0.036144577,0.73934823
2xu,0.82824844,0.31578952,0.04333077,0.036144577,0.75825524
2bd,0.86277574,0.33333334,0.08071611,0.036144577,0.03228956
3of,0.8798647,0.40298507,0.06739827,0.036144577,0.7395064
2r9,0.8655932,0.40298507,0.25922316,0.3432836,0.20264807
2r6,0.79274595,0.31578952,0.06091131,0.036144577,0.07504245
1ms,0.86350656,0.33333334,0.24932878,0.3432836,0.1994298
1ay,0.85685813,0.31578952,0.07472315,0.036144577,0.030455584
3C9,0.8558781,0.31578952,0.0676767,0.036144577,0.029242534
